ENSG00000000003 TSPAN6
ENSG00000108381 ASPA
ENSG00000108384 RAD51C
ENSG00000108387 SEPT4
ENSG00000108389 MTMR4
ENSG00000108395 TRIM37
ENSG00000108405 P2RX1
ENSG00000108406 DHX40
ENSG00000108423 TUBD1
ENSG00000108424 KPNB1
ENSG00000108433 GOSR2
ENSG00000108439 PNPO
ENSG00000108443 RPS6KB1
ENSG00000108448 TRIM16L
ENSG00000108465 CDK5RAP3
ENSG00000108468 CBX1
ENSG00000108469 RECQL5
ENSG00000108474 PIGL
ENSG00000108479 GALK1
ENSG00000108506 INTS2
ENSG00000108509 CAMTA2
ENSG00000108510 MED13
ENSG00000108511 HOXB6
ENSG00000108515 ENO3
ENSG00000108518 PFN1
ENSG00000108523 RNF167
ENSG00000108528 SLC25A11
ENSG00000108551 RASD1
ENSG00000108556 CHRNE
ENSG00000108557 RAI1
ENSG00000108559 NUP88
ENSG00000108561 C1QBP
ENSG00000108576 SLC6A4
ENSG00000108578 BLMH
ENSG00000108582 CPD
ENSG00000108587 GOSR1
ENSG00000108588 CCDC47
ENSG00000108590 MED31
ENSG00000108591 DRG2
ENSG00000108592 FTSJ3
ENSG00000108599 AKAP10
ENSG00000108602 ALDH3A1
ENSG00000108604 SMARCD2
ENSG00000108622 ICAM2
ENSG00000108639 SYNGR2
ENSG00000108641 B9D1
ENSG00000108651 UTP6
ENSG00000108654 DDX5
ENSG00000108666 C17orf75
ENSG00000108669 CYTH1
ENSG00000108671 PSMD11
ENSG00000108679 LGALS3BP
ENSG00000108691 CCL2
ENSG00000108700 CCL8
ENSG00000108702 CCL1
ENSG00000108733 PEX12
ENSG00000108771 DHX58
ENSG00000108773 KAT2A
ENSG00000108774 RAB5C
ENSG00000108784 NAGLU
ENSG00000108785 HSD17B1P1
ENSG00000108786 HSD17B1
ENSG00000108788 MLX
ENSG00000108797 CNTNAP1
ENSG00000108798 ABI3
ENSG00000108799 EZH1
ENSG00000108813 DLX4
ENSG00000108819 PPP1R9B
ENSG00000108821 COL1A1
ENSG00000108823 SGCA
ENSG00000108826 MRPL27
ENSG00000108828 VAT1
ENSG00000108829 LRRC59
ENSG00000108830 RND2
ENSG00000108839 ALOX12
ENSG00000108840 HDAC5
ENSG00000108846 ABCC3
ENSG00000108848 LUC7L3
ENSG00000108852 MPP2
ENSG00000108854 SMURF2
ENSG00000108861 DUSP3
ENSG00000108883 EFTUD2
ENSG00000108932 SLC16A6
ENSG00000108946 PRKAR1A
ENSG00000108947 EFNB3
ENSG00000108950 FAM20A
ENSG00000108953 YWHAE
ENSG00000108958 AC016292.3
ENSG00000108960 MMD
ENSG00000108961 RANGRF
ENSG00000108963 DPH1
ENSG00000108984 MAP2K6
ENSG00000109016 DHRS7B
ENSG00000109046 WSB1
ENSG00000109062 SLC9A3R1
ENSG00000109063 MYH3
ENSG00000109065 NAT9
ENSG00000109066 TMEM104
ENSG00000109072 VTN
ENSG00000109079 TNFAIP1
ENSG00000109083 IFT20
ENSG00000109084 TMEM97
ENSG00000109099 PMP22
ENSG00000109103 UNC119
ENSG00000109107 ALDOC
ENSG00000109111 SUPT6H
ENSG00000109113 RAB34
ENSG00000109118 PHF12
ENSG00000109133 TMEM33
ENSG00000109158 GABRA4
ENSG00000109163 GNRHR
ENSG00000109171 SLAIN2
ENSG00000109180 OCIAD1
ENSG00000109184 DCUN1D4
ENSG00000109189 USP46
ENSG00000109220 CHIC2
ENSG00000109270 LAMTOR3
ENSG00000109320 NFKB1
ENSG00000109321 AREG
ENSG00000109323 MANBA
ENSG00000109332 UBE2D3
ENSG00000109339 MAPK10
ENSG00000109381 ELF2
ENSG00000109390 NDUFC1
ENSG00000109424 UCP1
ENSG00000109436 TBC1D9
ENSG00000109445 ZNF330
ENSG00000109452 INPP4B
ENSG00000109458 GAB1
ENSG00000109466 KLHL2
ENSG00000109472 CPE
ENSG00000109475 RPL34
ENSG00000109501 WFS1
ENSG00000109519 GRPEL1
ENSG00000109534 GAR1
ENSG00000109536 FRG1
ENSG00000109572 CLCN3
ENSG00000109576 AADAT
ENSG00000109586 GALNT7
ENSG00000109606 DHX15
ENSG00000109610 SOD3
ENSG00000109618 SEPSECS
ENSG00000109654 TRIM2
ENSG00000109667 SLC2A9
ENSG00000109670 FBXW7
ENSG00000109674 NEIL3
ENSG00000109680 TBC1D19
ENSG00000109684 CLNK
ENSG00000109685 WHSC1
ENSG00000109686 SH3D19
ENSG00000109689 STIM2
ENSG00000109705 NKX3.2
ENSG00000109736 MFSD10
ENSG00000109738 GLRB
ENSG00000109743 BST1
ENSG00000109756 RAPGEF2
ENSG00000109758 HGFAC
ENSG00000109762 SNX25
ENSG00000109771 LRP2BP
ENSG00000109775 UFSP2
ENSG00000109787 KLF3
ENSG00000109790 KLHL5
ENSG00000109794 FAM149A
ENSG00000109805 NCAPG
ENSG00000109814 UGDH
ENSG00000109819 PPARGC1A
ENSG00000109832 DDX25
ENSG00000109846 CRYAB
ENSG00000109854 HTATIP2
ENSG00000109861 CTSC
ENSG00000109881 CCDC34
ENSG00000109906 ZBTB16
ENSG00000109911 ELP4
ENSG00000109917 ZPR1
ENSG00000109919 MTCH2
ENSG00000109920 FNBP4
ENSG00000109927 TECTA
ENSG00000109929 SC5D
ENSG00000109943 CRTAM
ENSG00000109944 C11orf63
ENSG00000109956 B3GAT1
ENSG00000109971 HSPA8
ENSG00000109991 P2RX3
ENSG00000110002 VWA5A
ENSG00000110011 DNAJC4
ENSG00000110013 SIAE
ENSG00000110025 SNX15
ENSG00000110031 LPXN
ENSG00000110042 DTX4
ENSG00000110046 ATG2A
ENSG00000110047 EHD1
ENSG00000110048 OSBP
ENSG00000110057 UNC93B1
ENSG00000110060 PUS3
ENSG00000110063 DCPS
ENSG00000110066 SUV420H1
ENSG00000110074 FOXRED1
ENSG00000110075 PPP6R3
ENSG00000110076 NRXN2
ENSG00000110077 MS4A6A
ENSG00000110079 MS4A4A
ENSG00000110080 ST3GAL4
ENSG00000110090 CPT1A
ENSG00000110092 CCND1
ENSG00000110104 CCDC86
ENSG00000110107 PRPF19
ENSG00000110108 TMEM109
ENSG00000110148 CCKBR
ENSG00000110169 HPX
ENSG00000110171 TRIM3
ENSG00000110172 CHORDC1
ENSG00000110200 ANAPC15
ENSG00000110218 PANX1
ENSG00000110237 ARHGEF17
ENSG00000110274 CEP164
ENSG00000110315 RNF141
ENSG00000110318 CEP126
ENSG00000110321 EIF4G2
ENSG00000110324 IL10RA
ENSG00000110330 BIRC2
ENSG00000110344 UBE4A
ENSG00000110367 DDX6
ENSG00000110395 CBL
ENSG00000110400 PVRL1
ENSG00000110422 HIPK3
ENSG00000110429 FBXO3
ENSG00000110435 PDHX
ENSG00000110442 COMMD9
ENSG00000110446 SLC15A3
ENSG00000110448 CD5
ENSG00000110455 ACCS
ENSG00000110492 MDK
ENSG00000110497 AMBRA1
ENSG00000110514 MADD
ENSG00000110536 PTPMT1
ENSG00000110583 NAA40
ENSG00000110619 CARS
ENSG00000110628 SLC22A18
ENSG00000110651 CD81
ENSG00000110660 SLC35F2
ENSG00000110665 C11orf21
ENSG00000110675 ELMOD1
ENSG00000110693 SOX6
ENSG00000110696 C11orf58
ENSG00000110697 PITPNM1
ENSG00000110700 RPS13
ENSG00000110711 AIP
ENSG00000110713 NUP98
ENSG00000110717 NDUFS8
ENSG00000110719 TCIRG1
ENSG00000110721 CHKA
ENSG00000110723 EXPH5
ENSG00000110756 HPS5
ENSG00000110768 GTF2H1
ENSG00000110777 POU2AF1
ENSG00000110786 PTPN5
ENSG00000110801 PSMD9
ENSG00000110811 P3H3
ENSG00000110841 PPFIBP1
ENSG00000110844 PRPF40B
ENSG00000110851 PRDM4
ENSG00000110852 CLEC2B
ENSG00000110871 COQ5
ENSG00000110876 SELPLG
ENSG00000110880 CORO1C
ENSG00000110881 ASIC1
ENSG00000110888 CAPRIN2
ENSG00000110900 TSPAN11
ENSG00000110906 KCTD10
ENSG00000110911 SLC11A2
ENSG00000110917 MLEC
ENSG00000110921 MVK
ENSG00000110925 CSRNP2
ENSG00000110931 CAMKK2
ENSG00000110934 BIN2
ENSG00000110944 IL23A
ENSG00000110955 ATP5B
ENSG00000110958 PTGES3
ENSG00000110987 BCL7A
ENSG00000111011 RSRC2
ENSG00000111012 CYP27B1
ENSG00000111046 MYF6
ENSG00000111052 LIN7A
ENSG00000111057 KRT18
ENSG00000111058 ACSS3
ENSG00000111077 TNS2
ENSG00000111087 GLI1
ENSG00000111110 PPM1H
ENSG00000111142 METAP2
ENSG00000111144 LTA4H
ENSG00000111145 ELK3
ENSG00000111186 WNT5B
ENSG00000111196 MAGOHB
ENSG00000111203 ITFG2
ENSG00000111206 FOXM1
ENSG00000111215 PRR4
ENSG00000111224 PARP11
ENSG00000111229 ARPC3
ENSG00000111231 GPN3
ENSG00000111237 VPS29
ENSG00000111245 MYL2
ENSG00000111247 RAD51AP1
ENSG00000111249 CUX2
ENSG00000111252 SH2B3
ENSG00000111254 AKAP3
ENSG00000111261 MANSC1
ENSG00000111266 DUSP16
ENSG00000111269 CREBL2
ENSG00000111271 ACAD10
ENSG00000111275 ALDH2
ENSG00000111276 CDKN1B
ENSG00000111291 GPRC5D
ENSG00000111300 NAA25
ENSG00000111319 SCNN1A
ENSG00000111321 LTBR
ENSG00000111325 OGFOD2
ENSG00000111328 CDK2AP1
ENSG00000111331 OAS3
ENSG00000111335 OAS2
ENSG00000111339 ART4
ENSG00000111341 MGP
ENSG00000111344 RASAL1
ENSG00000111348 ARHGDIB
ENSG00000111358 GTF2H3
ENSG00000111361 EIF2B1
ENSG00000111364 DDX55
ENSG00000111371 SLC38A1
ENSG00000111405 ENDOU
ENSG00000111412 C12orf49
ENSG00000111424 VDR
ENSG00000111445 RFC5
ENSG00000111450 STX2
ENSG00000111452 ADGRD1
ENSG00000111481 COPZ1
ENSG00000111490 TBC1D30
ENSG00000111530 CAND1
ENSG00000111536 IL26
ENSG00000111537 IFNG
ENSG00000111540 RAB5B
ENSG00000111554 MDM1
ENSG00000111581 NUP107
ENSG00000111596 CNOT2
ENSG00000111602 TIMELESS
ENSG00000111605 CPSF6
ENSG00000111615 KRR1
ENSG00000111639 MRPL51
ENSG00000111640 GAPDH
ENSG00000111641 NOP2
ENSG00000111642 CHD4
ENSG00000111644 ACRBP
ENSG00000111647 UHRF1BP1L
ENSG00000111652 COPS7A
ENSG00000111653 ING4
ENSG00000111664 GNB3
ENSG00000111665 CDCA3
ENSG00000111666 CHPT1
ENSG00000111667 USP5
ENSG00000111669 TPI1
ENSG00000111670 GNPTAB
ENSG00000111671 SPSB2
ENSG00000111674 ENO2
ENSG00000111676 ATN1
ENSG00000111678 C12orf57
ENSG00000111679 PTPN6
ENSG00000111684 LPCAT3
ENSG00000111696 NT5DC3
ENSG00000111704 NANOG
ENSG00000111707 SUDS3
ENSG00000111711 GOLT1B
ENSG00000111716 LDHB
ENSG00000111725 PRKAB1
ENSG00000111726 CMAS
ENSG00000111727 HCFC2
ENSG00000111728 ST8SIA1
ENSG00000111729 CLEC4A
ENSG00000111731 C2CD5
ENSG00000111732 AICDA
ENSG00000111737 RAB35
ENSG00000111752 PHC1
ENSG00000111775 COX6A1
ENSG00000111783 RFX4
ENSG00000111785 RIC8B
ENSG00000111786 SRSF9
ENSG00000111788 RP11.22B23.1
ENSG00000111790 FGFR1OP2
ENSG00000111796 KLRB1
ENSG00000111799 COL12A1
ENSG00000111801 BTN3A3
ENSG00000111802 TDP2
ENSG00000111816 FRK
ENSG00000111817 DSE
ENSG00000111832 RWDD1
ENSG00000111834 RSPH4A
ENSG00000111837 MAK
ENSG00000111843 TMEM14C
ENSG00000111845 PAK1IP1
ENSG00000111846 GCNT2
ENSG00000111850 SMIM8
ENSG00000111859 NEDD9
ENSG00000111860 CEP85L
ENSG00000111863 ADTRP
ENSG00000111875 ASF1A
ENSG00000111877 MCM9
ENSG00000111879 FAM184A
ENSG00000111880 RNGTT
ENSG00000111885 MAN1A1
ENSG00000111886 GABRR2
ENSG00000111897 SERINC1
ENSG00000111906 HDDC2
ENSG00000111907 TPD52L1
ENSG00000111911 HINT3
ENSG00000111912 NCOA7
ENSG00000111913 FAM65B
ENSG00000111961 SASH1
ENSG00000111962 UST
ENSG00000111981 ULBP1
ENSG00000112029 FBXO5
ENSG00000112031 MTRF1L
ENSG00000112033 PPARD
ENSG00000112038 OPRM1
ENSG00000112039 FANCE
ENSG00000112041 TULP1
ENSG00000112053 SLC26A8
ENSG00000112062 MAPK14
ENSG00000112078 KCTD20
ENSG00000112079 STK38
ENSG00000112081 SRSF3
ENSG00000112096 SOD2
ENSG00000112110 MRPL18
ENSG00000112118 MCM3
ENSG00000112130 RNF8
ENSG00000112137 PHACTR1
ENSG00000112139 MDGA1
ENSG00000112144 ICK
ENSG00000112146 FBXO9
ENSG00000112149 CD83
ENSG00000112159 MDN1
ENSG00000112167 SAYSD1
ENSG00000112175 BMP5
ENSG00000112182 BACH2
ENSG00000112186 CAP2
ENSG00000112195 TREML2
ENSG00000112200 ZNF451
ENSG00000112208 BAG2
ENSG00000112210 RAB23
ENSG00000112212 TSPO2
ENSG00000112218 GPR63
ENSG00000112232 KHDRBS2
ENSG00000112234 FBXL4
ENSG00000112237 CCNC
ENSG00000112242 E2F3
ENSG00000112245 PTP4A1
ENSG00000112249 ASCC3
ENSG00000112276 BVES
ENSG00000112282 MED23
ENSG00000112290 WASF1
ENSG00000112293 GPLD1
ENSG00000112294 ALDH5A1
ENSG00000112297 AIM1
ENSG00000112299 VNN1
ENSG00000112303 VNN2
ENSG00000112304 ACOT13
ENSG00000112305 SMAP1
ENSG00000112306 RPS12
ENSG00000112308 C6orf62
ENSG00000112309 B3GAT2
ENSG00000112312 GMNN
ENSG00000112319 EYA4
ENSG00000112320 SOBP
ENSG00000112335 SNX3
ENSG00000112339 HBS1L
ENSG00000112343 TRIM38
ENSG00000112357 PEX7
ENSG00000112365 ZBTB24
ENSG00000112367 FIG4
ENSG00000112378 PERP
ENSG00000112379 ARFGEF3
ENSG00000112394 SLC16A10
ENSG00000112406 HECA
ENSG00000112414 ADGRG6
ENSG00000112419 PHACTR2
ENSG00000112425 EPM2A
ENSG00000112473 SLC39A7
ENSG00000112499 SLC22A2
ENSG00000112511 PHF1
ENSG00000112514 CUTA
ENSG00000112530 PACRG
ENSG00000112531 QKI
ENSG00000112559 MDFI
ENSG00000112561 TFEB
ENSG00000112562 SMOC2
ENSG00000112576 CCND3
ENSG00000112578 BYSL
ENSG00000112584 FAM120B
ENSG00000112592 TBP
ENSG00000112599 GUCA1B
ENSG00000112619 PRPH2
ENSG00000112624 GLTSCR1L
ENSG00000112640 PPP2R5D
ENSG00000112651 MRPL2
ENSG00000112655 PTK7
ENSG00000112658 SRF
ENSG00000112659 CUL9
ENSG00000112667 DNPH1
ENSG00000112679 DUSP22
ENSG00000112685 EXOC2
ENSG00000112695 COX7A2
ENSG00000112697 TMEM30A
ENSG00000112699 GMDS
ENSG00000112701 SENP6
ENSG00000112706 IMPG1
ENSG00000112715 VEGFA
ENSG00000112739 PRPF4B
ENSG00000112742 TTK
ENSG00000112759 SLC29A1
ENSG00000112761 WISP3
ENSG00000112763 BTN2A1
ENSG00000112769 LAMA4
ENSG00000112773 FAM46A
ENSG00000112782 CLIC5
ENSG00000112787 FBRSL1
ENSG00000112796 ENPP5
ENSG00000112799 LY86
ENSG00000112812 PRSS16
ENSG00000112837 TBX18
ENSG00000112851 ERBB2IP
ENSG00000112852 PCDHB2
ENSG00000112855 HARS2
ENSG00000112874 NUDT12
ENSG00000112877 CEP72
ENSG00000112893 MAN2A1
ENSG00000112902 SEMA5A
ENSG00000112936 C7
ENSG00000112941 PAPD7
ENSG00000112964 GHR
ENSG00000112972 HMGCS1
ENSG00000112977 DAP
ENSG00000112983 BRD8
ENSG00000112984 KIF20A
ENSG00000112992 NNT
ENSG00000112996 MRPS30
ENSG00000113013 HSPA9
ENSG00000113048 MRPS27
ENSG00000113068 PFDN1
ENSG00000113070 HBEGF
ENSG00000113073 SLC4A9
ENSG00000113083 LOX
ENSG00000113100 CDH9
ENSG00000113108 APBB3
ENSG00000113119 TMCO6
ENSG00000113140 SPARC
ENSG00000113141 IK
ENSG00000113161 HMGCR
ENSG00000113163 COL4A3BP
ENSG00000113194 FAF2
ENSG00000113211 PCDHB6
ENSG00000113212 PCDHB7
ENSG00000113231 PDE8B
ENSG00000113240 CLK4
ENSG00000113248 PCDHB15
ENSG00000113249 HAVCR1
ENSG00000113263 ITK
ENSG00000113269 RNF130
ENSG00000113272 THG1L
ENSG00000113273 ARSB
ENSG00000113282 CLINT1
ENSG00000113296 THBS4
ENSG00000113300 CNOT6
ENSG00000113312 TTC1
ENSG00000113318 MSH3
ENSG00000113319 RASGRF2
ENSG00000113327 GABRG2
ENSG00000113328 CCNG1
ENSG00000113356 POLR3G
ENSG00000113360 DROSHA
ENSG00000113361 CDH6
ENSG00000113368 LMNB1
ENSG00000113369 ARRDC3
ENSG00000113384 GOLPH3
ENSG00000113387 SUB1
ENSG00000113389 NPR3
ENSG00000113391 FAM172A
ENSG00000113407 TARS
ENSG00000113441 LNPEP
ENSG00000113448 PDE4D
ENSG00000113456 RAD1
ENSG00000113460 BRIX1
ENSG00000113522 RAD50
ENSG00000113525 IL5
ENSG00000113532 ST8SIA4
ENSG00000113552 GNPDA1
ENSG00000113555 PCDH12
ENSG00000113558 SKP1
ENSG00000113569 NUP155
ENSG00000113575 PPP2CA
ENSG00000113578 FGF1
ENSG00000113580 NR3C1
ENSG00000113583 C5orf15
ENSG00000113593 PPWD1
ENSG00000113594 LIFR
ENSG00000113595 TRIM23
ENSG00000113597 TRAPPC13
ENSG00000113615 SEC24A
ENSG00000113621 TXNDC15
ENSG00000113638 TTC33
ENSG00000113643 RARS
ENSG00000113645 WWC1
ENSG00000113648 H2AFY
ENSG00000113649 TCERG1
ENSG00000113658 SMAD5
ENSG00000113712 CSNK1A1
ENSG00000113716 HMGXB3
ENSG00000113719 ERGIC1
ENSG00000113721 PDGFRB
ENSG00000113732 ATP6V0E1
ENSG00000113734 BNIP1
ENSG00000113742 CPEB4
ENSG00000113758 DBN1
ENSG00000113761 ZNF346
ENSG00000113790 EHHADH
ENSG00000113810 SMC4
ENSG00000113811 SELK
ENSG00000113812 ACTR8
ENSG00000113838 TBCCD1
ENSG00000113845 TIMMDC1
ENSG00000113851 CRBN
ENSG00000113889 KNG1
ENSG00000113916 BCL6
ENSG00000113924 HGD
ENSG00000113946 CLDN16
ENSG00000113966 ARL6
ENSG00000113971 NPHP3
ENSG00000114013 CD86
ENSG00000114019 AMOTL2
ENSG00000114021 NIT2
ENSG00000114023 FAM162A
ENSG00000114026 OGG1
ENSG00000114030 KPNA1
ENSG00000114054 PCCB
ENSG00000114062 UBE3A
ENSG00000114098 ARMC8
ENSG00000114107 CEP70
ENSG00000114113 RBP2
ENSG00000114115 RBP1
ENSG00000114120 SLC25A36
ENSG00000114124 GRK7
ENSG00000114125 RNF7
ENSG00000114126 TFDP2
ENSG00000114127 XRN1
ENSG00000114166 KAT2B
ENSG00000114200 BCHE
ENSG00000114209 PDCD10
ENSG00000114248 LRRC31
ENSG00000114251 WNT5A
ENSG00000114268 PFKFB4
ENSG00000114270 COL7A1
ENSG00000114279 FGF12
ENSG00000114302 PRKAR2A
ENSG00000114315 HES1
ENSG00000114316 USP4
ENSG00000114331 ACAP2
ENSG00000114346 ECT2
ENSG00000114349 GNAT1
ENSG00000114353 GNAI2
ENSG00000114354 TFG
ENSG00000114374 USP9Y
ENSG00000114378 HYAL1
ENSG00000114383 TUSC2
ENSG00000114388 NPRL2
ENSG00000114391 RPL24
ENSG00000114395 CYB561D2
ENSG00000114405 C3orf14
ENSG00000114416 FXR1
ENSG00000114423 CBLB
ENSG00000114439 BBX
ENSG00000114446 IFT57
ENSG00000114450 GNB4
ENSG00000114455 HHLA2
ENSG00000114473 IQCG
ENSG00000114480 GBE1
ENSG00000114487 MORC1
ENSG00000114491 UMPS
ENSG00000114503 NCBP2
ENSG00000114520 SNX4
ENSG00000114529 C3orf52
ENSG00000114541 FRMD4B
ENSG00000114544 SLC41A3
ENSG00000114554 PLXNA1
ENSG00000114573 ATP6V1A
ENSG00000114626 ABTB1
ENSG00000114631 PODXL2
ENSG00000114638 UPK1B
ENSG00000114646 CSPG5
ENSG00000114648 KLHL18
ENSG00000114650 SCAP
ENSG00000114654 EFCC1
ENSG00000114656 KIAA1257
ENSG00000114670 NEK11
ENSG00000114686 MRPL3
ENSG00000114698 PLSCR4
ENSG00000114735 HEMK1
ENSG00000114737 CISH
ENSG00000114738 MAPKAPK3
ENSG00000114739 ACVR2B
ENSG00000114742 WDR48
ENSG00000114744 COMMD2
ENSG00000114745 GORASP1
ENSG00000114757 PEX5L
ENSG00000114767 RRP9
ENSG00000114770 ABCC5
ENSG00000114779 ABHD14B
ENSG00000114784 EIF1B
ENSG00000114786 ABHD14A.ACY1
ENSG00000114790 ARHGEF26
ENSG00000114796 KLHL24
ENSG00000114805 PLCH1
ENSG00000114812 VIPR1
ENSG00000114841 DNAH1
ENSG00000114850 SSR3
ENSG00000114853 ZBTB47
ENSG00000114854 TNNC1
ENSG00000114857 NKTR
ENSG00000114859 CLCN2
ENSG00000114861 FOXP1
ENSG00000114867 EIF4G1
ENSG00000114902 SPCS1
ENSG00000114904 NEK4
ENSG00000114923 SLC4A3
ENSG00000114933 INO80D
ENSG00000114942 EEF1B2
ENSG00000114956 DGUOK
ENSG00000114978 MOB1A
ENSG00000114982 KANSL3
ENSG00000114988 LMAN2L
ENSG00000114993 RTKN
ENSG00000114999 TTL
ENSG00000115008 IL1A
ENSG00000115020 PIKFYVE
ENSG00000115042 FAHD2A
ENSG00000115053 NCL
ENSG00000115073 ACTR1B
ENSG00000115084 SLC35F5
ENSG00000115085 ZAP70
ENSG00000115091 ACTR3
ENSG00000115107 STEAP3
ENSG00000115109 EPB41L5
ENSG00000115128 SF3B6
ENSG00000115129 TP53I3
ENSG00000115137 DNAJC27
ENSG00000115138 POMC
ENSG00000115145 STAM2
ENSG00000115155 OTOF
ENSG00000115159 GPD2
ENSG00000115163 CENPA
ENSG00000115165 CYTIP
ENSG00000115170 ACVR1
ENSG00000115183 TANC1
ENSG00000115194 SLC30A3
ENSG00000115204 MPV17
ENSG00000115207 GTF3C2
ENSG00000115211 EIF2B4
ENSG00000115216 NRBP1
ENSG00000115221 ITGB6
ENSG00000115226 FNDC4
ENSG00000115232 ITGA4
ENSG00000115233 PSMD14
ENSG00000115234 SNX17
ENSG00000115239 GPR75.ASB3
ENSG00000115241 PPM1G
ENSG00000115252 PDE1A
ENSG00000115255 REEP6
ENSG00000115257 PCSK4
ENSG00000115266 APC2
ENSG00000115267 IFIH1
ENSG00000115268 RPS15
ENSG00000115271 GCA
ENSG00000115274 INO80B
ENSG00000115275 MOGS
ENSG00000115282 TTC31
ENSG00000115286 NDUFS7
ENSG00000115289 PCGF1
ENSG00000115290 GRB14
ENSG00000115295 CLIP4
ENSG00000115297 TLX2
ENSG00000115306 SPTBN1
ENSG00000115307 AUP1
ENSG00000115310 RTN4
ENSG00000115317 HTRA2
ENSG00000115318 LOXL3
ENSG00000115325 DOK1
ENSG00000115339 GALNT3
ENSG00000115350 POLE4
ENSG00000115353 TACR1
ENSG00000115355 CCDC88A
ENSG00000115361 ACADL
ENSG00000115363 EVA1A
ENSG00000115364 MRPL19
ENSG00000115365 LANCL1
ENSG00000115368 WDR75
ENSG00000115380 EFEMP1
ENSG00000115386 REG1A
ENSG00000115392 FANCL
ENSG00000115414 FN1
ENSG00000115415 STAT1
ENSG00000115419 GLS
ENSG00000115421 PAPOLG
ENSG00000115423 DNAH6
ENSG00000115425 PECR
ENSG00000115446 UNC50
ENSG00000115457 IGFBP2
ENSG00000115459 ELMOD3
ENSG00000115461 IGFBP5
ENSG00000115464 USP34
ENSG00000115468 EFHD1
ENSG00000115474 KCNJ13
ENSG00000115484 CCT4
ENSG00000115486 GGCX
ENSG00000115504 EHBP1
ENSG00000115514 TXNDC9
ENSG00000115520 COQ10B
ENSG00000115524 SF3B1
ENSG00000115525 ST3GAL5
ENSG00000115526 CHST10
ENSG00000115539 PDCL3
ENSG00000115540 MOB4
ENSG00000115541 HSPE1
ENSG00000115548 KDM3A
ENSG00000115556 PLCD4
ENSG00000115561 CHMP3
ENSG00000115568 ZNF142
ENSG00000115590 IL1R2
ENSG00000115594 IL1R1
ENSG00000115596 WNT6
ENSG00000115598 IL1RL2
ENSG00000115604 IL18R1
ENSG00000115616 SLC9A2
ENSG00000115641 FHL2
ENSG00000115649 CNPPD1
ENSG00000115652 UXS1
ENSG00000115657 ABCB6
ENSG00000115661 STK16
ENSG00000115677 HDLBP
ENSG00000115685 PPP1R7
ENSG00000115687 PASK
ENSG00000115694 STK25
ENSG00000115718 PROC
ENSG00000115738 ID2
ENSG00000115750 TAF1B
ENSG00000115756 HPCAL1
ENSG00000115758 ODC1
ENSG00000115760 BIRC6
ENSG00000115761 NOL10
ENSG00000115762 PLEKHB2
ENSG00000115806 GORASP2
ENSG00000115808 STRN
ENSG00000115816 CEBPZ
ENSG00000115825 PRKD3
ENSG00000115827 DCAF17
ENSG00000115828 QPCT
ENSG00000115839 RAB3GAP1
ENSG00000115840 SLC25A12
ENSG00000115841 RMDN2
ENSG00000115850 LCT
ENSG00000115866 DARS
ENSG00000115875 SRSF7
ENSG00000115884 SDC1
ENSG00000115896 PLCL1
ENSG00000115902 SLC1A4
ENSG00000115904 SOS1
ENSG00000115919 KYNU
ENSG00000115934 RP11.153K16.2
ENSG00000115935 WIPF1
ENSG00000115942 ORC2
ENSG00000115944 COX7A2L
ENSG00000115946 PNO1
ENSG00000115947 ORC4
ENSG00000115956 PLEK
ENSG00000115963 RND3
ENSG00000115966 ATF2
ENSG00000115970 THADA
ENSG00000115977 AAK1
ENSG00000115993 TRAK2
ENSG00000115998 C2orf42
ENSG00000116001 TIA1
ENSG00000116005 PCYOX1
ENSG00000116014 KISS1R
ENSG00000116016 EPAS1
ENSG00000116017 ARID3A
ENSG00000116030 SUMO1
ENSG00000116044 NFE2L2
ENSG00000116062 MSH6
ENSG00000116095 PLEKHA3
ENSG00000116096 SPR
ENSG00000116106 EPHA4
ENSG00000116117 PARD3B
ENSG00000116120 FARSB
ENSG00000116127 ALMS1
ENSG00000116128 BCL9
ENSG00000116132 PRRX1
ENSG00000116133 DHCR24
ENSG00000116138 DNAJC16
ENSG00000116141 MARK1
ENSG00000116147 TNR
ENSG00000116151 MORN1
ENSG00000116157 GPX7
ENSG00000116161 CACYBP
ENSG00000116171 SCP2
ENSG00000116183 PAPPA2
ENSG00000116191 RALGPS2
ENSG00000116194 ANGPTL1
ENSG00000116198 CEP104
ENSG00000116199 FAM20B
ENSG00000116205 TCEANC2
ENSG00000116209 TMEM59
ENSG00000116212 LRRC42
ENSG00000116213 WRAP73
ENSG00000116221 MRPL37
ENSG00000116237 ICMT
ENSG00000116251 RPL22
ENSG00000116254 CHD5
ENSG00000116260 QSOX1
ENSG00000116266 STXBP3
ENSG00000116273 PHF13
ENSG00000116285 ERRFI1
ENSG00000116288 PARK7
ENSG00000116299 KIAA1324
ENSG00000116329 OPRD1
ENSG00000116337 AMPD2
ENSG00000116350 SRSF4
ENSG00000116353 MECR
ENSG00000116396 KCNC4
ENSG00000116406 EDEM3
ENSG00000116455 WDR77
ENSG00000116459 ATP5F1
ENSG00000116473 RAP1A
ENSG00000116478 HDAC1
ENSG00000116489 CAPZA1
ENSG00000116497 S100PBP
ENSG00000116514 RNF19B
ENSG00000116521 SCAMP3
ENSG00000116525 TRIM62
ENSG00000116539 ASH1L
ENSG00000116544 DLGAP3
ENSG00000116560 SFPQ
